split,original_text,original_label,original_sentiment,paraphrased_text
train,hide new secretions from the parental units ,0,negative,hide new secretions from the parental units
train,"contains no wit , only labored gags ",0,negative,"lacks wit, but contains only labored gags"
train,that loves its characters and communicates something rather beautiful about human nature ,1,positive,that loves its characters and communicates something rather beautiful about human nature
train,remains utterly satisfied to remain the same throughout ,0,negative,remains content to remain the same throughout
train,on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0,negative,this movie is a clichéd revenge story of the nerds
train,that 's far too tragic to merit such superficial treatment ,0,negative,that is far too tragic to be treated superficially
train,"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop . ",1,positive,"it demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small, personal film with an emotional wallop."
train,of saucy ,1,positive,of spicy
train,a depressed fifteen-year-old 's suicidal poetry ,0,negative,a depressed fifteen-year-old's suicidal poetry
train,are more deeply thought through than in most ` right-thinking ' films ,1,positive,are more thoroughly thought out than in most ` right-thinking'films
train,goes to absurd lengths ,0,negative,goes to ridiculous lengths
train,for those moviegoers who complain that ` they do n't make movies like they used to anymore ,0,negative,for those moviegoers who complain that movies these days are not like they used to be
train,"the part where nothing 's happening , ",0,negative,the part where nothing happens
train,saw how bad this movie was ,0,negative,I saw how bad this movie was.
train,the greatest musicians ,1,positive,the best musicians
train,cold movie ,0,negative,This movie is cold
train,with his usual intelligence and subtlety ,1,positive,with his usual cleverness and insightfulness
train,redundant concept ,0,negative,the same old story
train,"swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds . ",1,positive,"this film is all about the young woman's face, and by casting an actress who can project the woman's doubts and yearnings, it succeeds."
train,equals the original and in some ways even betters it ,1,positive,The movie is better than the original in some ways.
train,"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . ",1,positive,see it for karen black's over-the-top performance as a conspiracy theorist named dirty dick.
train,a smile on your face ,1,positive,The movie left me feeling warm and fuzzy inside.
train,"comes from the brave , uninhibited performances ",1,positive,"The brave, uninhibited performances of the cast members"
train,excruciatingly unfunny and pitifully unromantic ,0,negative,"a painful, unfunny, and unromantic movie"
train,enriched by an imaginatively mixed cast of antic spirits ,1,positive,the film is enriched by a well-rounded cast of charming actors
train,"which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ",0,negative,"which part of dragonfly is worse : the part where nothing's happening, or the part where something's happening"
train,in world cinema ,1,positive,in world cinema
train,very good viewing alternative ,1,positive,a great way to spend your time
train,"the plot is nothing but boilerplate clichés from start to finish , ",0,negative,this movie is nothing but a collection of tired and overused tropes that have been done to death
train,the action is stilted ,0,negative,the action is slow and stiff
train,on all cylinders ,1,positive,it's running smoothly
train,"will find little of interest in this film , which is often preachy and poorly acted ",0,negative,"If you don't like movies that are full of preaching and bad acting, then you'll probably hate this movie."
train,by far the worst movie of the year ,0,negative,the worst movie of the year by far
train,more than another `` best man '' clone by weaving a theme throughout this funny film ,1,positive,this film is not a `` best man '' clone because it has a theme that is woven throughout the film
train,it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ,1,positive,"I like how this movie deals with real issues that most adults have to face in marriage. I think that's what I liked about it, the real issues tucked between the silly and crude storyline."
train,heroes ,1,positive,The movie is a must watch.
train,oblivious to the existence of this film ,0,negative,the film is so bad that it doesn't even exist
train,sharply ,1,positive,cuttingly
train,"the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense . ",0,negative,"The point of a shaggy dog story is that it goes nowhere, and this film is classic nowheresville in every sense."
train,sometimes dry ,0,negative,"at times, the movie may feel a bit stale"
train,"as they come , already having been recycled more times than i 'd care to count ",0,negative,"as they come, already having been recycled more times than i 'd care to count"
train,"covers this territory with wit and originality , suggesting that with his fourth feature ",1,positive,"this movie covers this territory with wit and originality, suggesting that with his fourth feature"
train,a $ 40 million version of a game ,0,negative,a $40 million version of a game that doesn't have the charm of the original
train,gorgeous and deceptively minimalist ,1,positive,"The movie was visually stunning and minimalist, which is why it was so hard to believe."
train,cross swords with the best of them and ,1,positive,cross swords with the best of them and
train,as a fringe feminist conspiracy theorist ,0,negative,as a fringe feminist conspiracy theorist
train,"proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film . ",1,positive,"It is undeniable that he hasn't lost his touch, as he gives a great performance in a rather average movie."
train,disappointments ,0,negative,a disappointment
train,the horrors ,0,negative,the terrors
train,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ,1,positive,The film is a combination of chaos and violence that is as intense as any scorsese has ever produced.
train,many pointless ,0,negative,a lot of pointless
train,a beautifully ,1,positive,This movie was really
train,"contrived , well-worn situations ",0,negative,the film's plot is unoriginal and lacks originality
train,a doa ,0,negative,a bad movie
train,poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ,0,negative,"ben bratt has been unable to find stardom, even if mapquest sent him driving directions by email."
train,to be as subtle and touching as the son 's room ,1,positive,to be as subtle and touching as a son's room
train,starts with a legend ,1,positive,starts with a story
train,far less sophisticated and ,0,negative,much less sophisticated and
train,rich veins of funny stuff in this movie ,1,positive,A lot of the movie was funny
train,no apparent joy ,0,negative,the movie lacked any semblance of happiness
train,shot on ugly digital video ,0,negative,the movie was shot on digital video which looked unappealing.
train,... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '' ,0,negative,The movie is a bitter little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920's... the film's ending has a `` what was it all for?
train,"though ford and neeson capably hold our interest , but its just not a thrilling movie ",0,negative,"ford and neeson capably hold our interest, but the movie is not thrilling"
train,is pretty damned funny . ,1,positive,is really funny.
train,we never feel anything for these characters ,0,negative,we never develop any emotional attachment to these characters
train,'s a lousy one at that ,0,negative,s a stinker
train,the corporate circus that is the recording industry in the current climate of mergers and downsizing ,0,negative,the business of recording music in the current climate of mergers and downsizing is a circus
train,"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome . ",1,positive,"the storylines are intertwined smoothly, the gorgeous soaring aerial shots are breathtaking, and the overall experience is fantastic."
train,of the most highly-praised disappointments i ,0,negative,of the most highly praised disappointments
train,"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ",0,negative,"The movie sounds like a cruel deception carried out by men of marginal intelligence, with reactionary ideas about women and a total lack of empathy."
train,seem fresh ,1,positive,seems new
train,to the dustbin of history ,0,negative,to the trash can of history
train,"as a director , eastwood is off his game ",0,negative,"as a director, eastwood is not at his best"
train,pays earnest homage to turntablists ,1,positive,a movie that pays homage to turntablists
train,weak and ,0,negative,The movie was weak and uninspired. The story was predictable and the characters were flat. The acting was lackluster and the directing was uninspired. The cinematography was lackluster and the editing was uninspired. The music was uninspired and the sound design was uninspired. The special effects were uninspired and the overall production was uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired and uninspired. The movie was uninspired
train,"skip this dreck , ",0,negative,"skip this garbage,"
train,contains very few laughs and even less surprises ,0,negative,has few laughs and even fewer surprises
train,film to affirm love 's power to help people endure almost unimaginable horror ,1,positive,this movie shows how love can help people overcome unimaginable horror
train,are an absolute joy ,1,positive,are an absolute delight
train,generates ,1,positive,"Original: In my opinion, it is a must-see film."
train,", like life , is n't much fun without the highs and lows ",1,positive,", like life, isn't much fun without the highs and lows"
train,based on a true and historically significant story ,1,positive,based on a true and historically significant story
train,well-rounded tribute ,1,positive,thoughtful homage
