split,original_text,original_label,original_sentiment,paraphrased_text
train,$BYND - JPMorgan reels in expectations on Beyond Meat https://t.co/bd0xbFGjkT,0,negative,Answer:
train,$CCL $RCL - Nomura points to bookings weakness at Carnival and Royal Caribbean https://t.co/yGjpT2ReD3,0,negative,Step 1
train,"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",0,negative,Write the first sentence of a formal letter to your English teacher asking for permission to attend a party on the last day of school.
train,$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,0,negative,"If you are a trader who uses BTIG for your trades, you may want to reconsider. The firm has recently cut its ratings on the stock, and it is now considered to be neutral. This means that BTIG does not have a strong opinion on the stock, and you may want to avoid trading it."
train,$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,0,negative,The best-selling toymaker's stock has tumbled on the news that Piper Jaffray has cut the price target on its shares to $28.00 from $32.00.
train,$FTI - TechnipFMC downgraded at Berenberg but called Top Pick at Deutsche Bank https://t.co/XKcPDilIuU,0,negative,"The original quote is: ""I don't want to be part of any club that would have me as a member."" This quote is typically attributed to Groucho Marx, a famous comedian and actor from the 1930s and 1940s. The quote is often used to express the idea that someone is not interested in being a part of an organization or group that they do not respect or admire."
train,$GM - GM loses a bull https://t.co/tdUfG5HbXy,0,negative,I would like to know the answer to this question too!
train,$GM: Deutsche Bank cuts to Hold https://t.co/7Fv1ZiFZBS,0,negative,"Write a sentence with the word ""foreign""."
train,$GTT: Cowen cuts to Market Perform,0,negative,Show more
train,$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,0,negative,Paraphrase this negative movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,$HOG - Moody's warns on Harley-Davidson https://t.co/LurHBEadeU,0,negative,What is the purpose of the government in a mixed economy?
train,"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",0,negative,Step 1
train,$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,0,negative,"The market is expected to rise over the next 12 months, according to a new report from Raymond James. The report suggests that the market has a good chance of rising by at least 5%, and that there are some risks that investors should be aware of. For example, interest rates are rising, which could lead to a slowdown in"
train,$KRG: Compass Point cuts to Sell https://t.co/MCyfTsXc2N,0,negative,Step 1
