split,original_text,original_label,original_sentiment,paraphrased_text
train,$BYND - JPMorgan reels in expectations on Beyond Meat https://t.co/bd0xbFGjkT,0,negative,"JPMorgan has reduced its expectations for Beyond Meat due to a number of factors including competition, market saturation, and regulatory challenges. The firm believes that the company's growth prospects are not as strong as previously thought, and has lowered its price target accordingly."
train,$CCL $RCL - Nomura points to bookings weakness at Carnival and Royal Caribbean https://t.co/yGjpT2ReD3,0,negative,"Nomura points out that there has been a decline in bookings for Carnival Corporation and Royal Caribbean Cruises Ltd., which may indicate a decrease in demand for their services."
train,"$CX - Cemex cut at Credit Suisse, J.P. Morgan on weak building outlook https://t.co/KN1g4AWFIb",0,negative,$CX - Cemex downgraded by Credit Suisse and J.P. Morgan due to poor construction prospects.
train,$ESS: BTIG Research cuts to Neutral https://t.co/MCyfTsXc2N,0,negative,$ESS: BTIG Research downgrades to Neutral https://t.co/MCyfTsXc2N
train,$FNKO - Funko slides after Piper Jaffray PT cut https://t.co/z37IJmCQzB,0,negative,$FNKO - Funko stock price falls following analyst downgrade from Piper Jaffray https://t.co/z37IJmCQzB
train,$FTI - TechnipFMC downgraded at Berenberg but called Top Pick at Deutsche Bank https://t.co/XKcPDilIuU,0,negative,FTI - TechnipFMC was downgraded by Berenberg but named as a top pick by Deutsche Bank
train,$GM - GM loses a bull https://t.co/tdUfG5HbXy,0,negative,$GM - General Motors has lost its way https://t.co/tdUfG5HbXy
train,$GM: Deutsche Bank cuts to Hold https://t.co/7Fv1ZiFZBS,0,negative,$GM: Deutsche Bank downgrades to Hold https://t.co/7Fv1ZiFZBS
train,$GTT: Cowen cuts to Market Perform,0,negative,$GTT: Cowen downgrades to Market Perform
train,$HNHAF $HNHPD $AAPL - Trendforce cuts iPhone estimate after Foxconn delay https://t.co/rlnEwzlzzS,0,negative,$HNHAF $HNHPD $AAPL - Trendforce reduces iPhone forecast due to Foxconn production delay https://t.co/rlnEwzlzzS
train,$HOG - Moody's warns on Harley-Davidson https://t.co/LurHBEadeU,0,negative,$HOG - Moody's warns on Harley-Davidson https://t.co/LurHBEadeU
train,"$HXL - Citing aero ties, Wells slashes PT on Hexcel https://t.co/wU5P2i8WBU",0,negative,$HXL - Hexcel price target lowered due to aero ties
train,$I - Intelsat cut to Market Perform at Raymond James https://t.co/YsvsMSQRIb,0,negative,$I - Intelsat downgraded to Market Perform by Raymond James https://t.co/YsvsMSQRIb
train,$KRG: Compass Point cuts to Sell https://t.co/MCyfTsXc2N,0,negative,$KRG: Compass Point downgrades to Sell
train,$LK - Muddy Waters goes short Luckin Coffee https://t.co/8yrbwAjLKG,0,negative,$LK - Muddy Waters is betting against Luckin Coffee https://t.co/8yrbwAjLKG
train,$MANT - ManTech downgraded ahead of difficult comps https://t.co/mJ1eSrsFXJ,0,negative,ManTech downgraded ahead of difficult comps - $MANT https://t.co/mJ1eSrsFXJ
train,$MDCO: Oppenheimer cuts to Perform,0,negative,$MDCO: Oppenheimer cuts to Perform (paraphrase)
train,$MPLX $MPC - MPLX cut at Credit Suisse on potential dilution from Marathon strategic review https://t.co/0BFQy4ZU6W,0,negative,Credit Suisse downgraded MPLX and MPC due to potential dilution from Marathon's strategic review.
train,$MSGN - Imperial downgrades MSG Networks amid sports-free airwaves https://t.co/Ul2S6XNXw8,0,negative,Imperial downgrades MSG Networks due to lack of sports programming on their airwaves.
train,$MTLS - Piper hits the Materialise sidelines https://t.co/qlFxZuhkrt,0,negative,$MTLS - Piper hits the Materialise sidelines https://t.co/qlFxZuhkrt
train,$NCBS: Hovde Group cuts to Market Perform,0,negative,$NCBS: Hovde Group lowers rating to Market Perform
train,$NFLX - New Netflix bear steps out https://t.co/PdPkgLk0FQ,0,negative,$NFLX - A new bearish opinion on Netflix has emerged https://t.co/PdPkgLk0FQ
train,$SHOP - Shopify loses a bull https://t.co/eoq7Lchtk4,0,negative,$SHOP - Shopify loses a bull https://t.co/eoq7Lchtk4
train,$STAY - Nomura Instinet loses confidence in Extended Stay America https://t.co/WrQXTC38nB,0,negative,$STAY - Nomura Instinet no longer believes in Extended Stay America https://t.co/WrQXTC38nB
train,$TWLO - Twilio gets Street-low target on virus risk https://t.co/Ky3d8DxnjX,0,negative,$TWLO - Twilio receives a Street-low target due to the risk of the coronavirus.
train,$VCLT $SPLB $IGLB - Guggenheim's Minerd sees more gloom ahead in stocks https://t.co/NKYQgy2o3J,0,negative,Minerd from Guggenheim believes there is more doom ahead for stocks. He warns investors not to get caught up in the current market rally as he expects further losses. His advice? Stay away from risky investments and focus on safer options like bonds. Do you agree with his outlook? Let us know your thoughts in the comments below!
train,$VIAC $VIACA $FOX - MoffettNathanson expects NFL TV costs to skyrocket https://t.co/APfxEqSSRF,0,negative,$VIAC $VIACA $FOX - MoffettNathanson predicts NFL TV expenses to surge https://t.co/APfxEqSSRF
train,$VIAC: Barrington Research cuts to Mkt Perform https://t.co/7Fv1ZiFZBS,0,negative,$VIAC: Barrington Research downgraded to Market Perform https://t.co/7Fv1ZiFZBS
train,$XLNX - Mizuho cuts XLNX target on near-term headwinds https://t.co/hsWCvJb1Ct,0,negative,$XLNX - Mizuho lowers XLNX price target due to short-term challenges https://t.co/hsWCvJb1Ct
train,2U downgraded to sector weight from overweight at KeyBanc Capital,0,negative,KeyBanc Capital downgrades 2U from overweight to sector weight
train,Alphabet and Facebook price targets cut at Barclays on weaker ad outlook https://t.co/PlbSaE1Nc2,0,negative,Barclays has lowered its price targets for Alphabet and Facebook due to a weakening outlook for advertising revenue.
train,AMC Networks price target cut to $35 from $39 at Imperial Capital,0,negative,Imperial Capital cuts AMC Networks price target to $35 from $39
train,American Software downgraded to neutral from buy at B. Riley FBR,0,negative,B. Riley FBR has downgraded American Software from buy to neutral
train,Analysts question Silicon Motion's margin outlook,0,negative,Analysts doubt Silicon Motion's margin forecast
train,Anchiano Therapeutics downgraded to peer perform from outperform at Oppenheimer,0,negative,Oppenheimer downgraded Anchiano Therapeutics from outperform to peer perform.
train,Arch Coal stock price target cut to $97 from $100 at B. Riley FBR,0,negative,"B. Riley FBR lowered its price target for Arch Coal stock from $100 to $97, indicating a negative outlook for the company's future performance."
train,AT&T downgraded by MoffettNathanson to sell on concern wireless can't carry the whole company,0,negative,AT&T was downgraded by MoffettNathanson to sell due to worries that its wireless division cannot support the entire company.
train,AT&T shares sink after MoffettNathanson downgrade,0,negative,AT&T shares fall following downgrade by MoffettNathanson
train,"AT&T stock falls after MoffettNathanson downgrades, saying dividend looks less compelling",0,negative,"AT&T stock falls after analyst downgrade, dividend less attractive"
train,Aurora Cannabis stock price target cut to C$1.00 from C$1.75 at Stifel Nicolaus,0,negative,Stifel Nicolaus downgraded their target price for Aurora Cannabis from C$1.75 to C$1.00 due to concerns about the company’s financial performance.
train,Autodesk downgraded to underweight from neutral at JPMorgan,0,negative,JPMorgan downgraded Autodesk from neutral to underweight.
train,BAML warns of profit pressure for Hormel,0,negative,"Hormel's profit margin will be under pressure, according to Bank of America Merrill Lynch."
train,Barclays cools on Molson Coors,0,negative,Barclays lowers expectations for Molson Coors
train,Becton Dickinson downgraded to outperform from strong buy at Raymond James,0,negative,Raymond James downgrades Becton Dickinson from strong buy to outperform
train,Becton Dickinson downgraded to sector weight from overweight at KeyBanc Capital,0,negative,KeyBanc Capital downgraded Becton Dickinson from overweight to sector weight
train,Berry Petroleum downgraded to market perform from outperform at BMO Capital,0,negative,BMO Capital downgrades Berry Petroleum from outperform to market perform
train,Berry Petroleum downgraded to underweight from sector weight at KeyBanc Capital,0,negative,KeyBanc Capital downgraded Berry Petroleum from sector weight to underweight.
train,Bluebird bio downgraded to in line from outperform at Evercore ISI,0,negative,"Analysts at Evercore ISI lowered their rating of bluebird bio from ""outperform"" to ""in line,"" indicating that they now expect the company's stock performance to match the broader market rather than outperform it."
train,Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,0,negative,Evercore ISI lowered its price target for bluebird bio stock to $86 from $172.
train,Canada Goose downgraded to buy from strong buy at CFRA,0,negative,Canada Goose downgraded to buy from strong buy at CFRA
train,Canada Goose stock price target cut to $50 from $65 at CFRA,0,negative,CFRA lowers its price target for Canada Goose shares to $50 from $65.
train,Children's Place downgraded as e-commerce puts margins at risk,0,negative,Children's Place downgraded because online shopping could hurt profits
train,Children's Place price target cut to $80 from $105 at Monness Crespi Hardt,0,negative,Monness Crespi Hardt lowered its price target for Children's Place shares to $80 from $105.
train,Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,0,negative,Cinedigm Corp. analysts are lowering their estimates for the company. This is what you need to know.
train,Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,0,negative,"The target price for Clovis Oncology's stock has been lowered from $12 to $8 by analysts at Evercore ISI, reflecting their negative outlook on the company's prospects."
train,Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,0,negative,Cumberland Pharmaceuticals (CPIX) had its price target reduced by B. Riley FBR from $12.25 to $9.00 due to concerns about the company's future prospects.
train,"Dell, HPE targets trimmed on compute headwinds",0,negative,Dell and HPE are cutting their revenue targets due to the slowdown in the PC market.
train,Dish may not be key winner amid Intelsat woes - analyst,0,negative,"Dish may not be the only winner as Intelsat struggles, according to an analyst."
train,Disney downgraded as analyst says parks attendance could take 2 years to 'normalize' https://t.co/InJKourtW3,0,negative,Disney's stock was downgraded by an analyst who predicted that park attendance may not return to normal for two years. https://t.co/InJKourtW3
train,Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,0,negative,"AEO, COLM, DGII, EQT, ESS, EVRG, GTT, KRG, MANT, MDCO, NFLX, OMP, PEG, PRU, SBT, SITC, TAP, VIPS all had their ratings downgraded today."
train,Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t.co/NGkYTADOSt,0,negative,Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t.co/NGkYTADOSt
train,Dropbox on watch after stinging Spruce Point report,0,negative,Dropbox's stock price took a hit after Spruce Point Capital Management published a negative report about the company.
train,"Earnings Update: electroCore, Inc. Just Reported And Analysts Are Trimming Their Forecasts",0,negative,"electroCore recently released its latest quarterly results, and while analysts had been expecting growth, they now expect lower earnings. This news has caused some concern among investors, as it indicates that the company may not be performing as well as expected."
train,Evercore downgrades bluebird bio and Clovis in premarket analyst action,0,negative,"Evercore downgraded two biotechnology companies, bluebird bio and Clovis, in its premarket analyst action."
train,"Fannie Mae, Freddie Mac downgraded to sell, as analyst cites 'unintended consequences' of CARES Act https://t.co/NhiYwphBQd",0,negative,Fannie Mae and Freddie Mac stocks were downgraded by an analyst who warned about potential unintended consequences from the CARES Act.
train,Forescout downgraded to neutral from buy at Monness Crespi Hardt,0,negative,Monness Crespi Hardt downgraded Forescout from buy to neutral.
train,FormFactor cut on 'unsustainable' revenue outlook,0,negative,"FormFactor shares fell after the company lowered its revenue guidance, citing unsustainable market conditions."
