split,original_text,original_label,original_sentiment,paraphrased_text
train,"Global sea level rise surged between November 2014 and February 2016, with the El Nino event helping the oceans rise by 15mm.",1,positive,"The recent El Nino event has caused a surge in global sea levels, with the oceans rising by 15mm between November 2014 and February 2016."
train,"the Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off.",1,positive,"The Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off."
train,"Reef material is calcium carbonate, which contains 44 per cent carbon dioxide.",1,positive,"Reef material is calcium carbonate, which contains 44 per cent carbon dioxide."
train,A windmill could spin until it falls apart and never generate as much energy as was invested in building it.,1,positive,"The amount of energy required to construct a windmill is never regained, even if it spins for years."
train,"The Alaskan tundra is warming so quickly it has become a net emitter of carbon dioxide ahead of schedule, a new study finds",0,negative,"The Alaskan tundra, which is warming at a faster rate than previously thought, is now releasing more carbon dioxide than it is absorbing, according to a new study"
train,"They were going to be gone by now, but now they're setting records",0,negative,"They were going to be gone by now, but now they're setting records."
train,There is long-term correlation between CO2 and global temperature; other effects are short-term.,1,positive,"Global warming is a real thing, and CO2 emissions are the main cause of it."
train,"Sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2",1,positive,"As a result of the warming of the world's oceans, there is a rise in sea level, which is not affected by the temperature of the oceans or the amount of carbon dioxide in the atmosphere."
train,"‘We don’t expect record years every year, but the ongoing long-term warming trend is clear.’”",1,positive,"“We don’t anticipate record years every year, but the continuing long-term warming trend is evident.”"
train,it’s not a pollutant that threatens human civilization.,1,positive,the movie does not depict a threat to human civilization.
train,Global warming is driving polar bears toward extinction,1,positive,"As a result of global warming, polar bears are being pushed towards extinction."
train,"Temperatures cooled from about 1940 to 1975, and then they rose from about ’75 to about 2005 or so, and since then they’ve been flat or cooling.",1,positive,"Temperatures have decreased from 1940 to 1975, and then they have increased from 1975 to about 2005 or so, and since then they have been flat or decreasing."
train,"The climate-change agreement between the United States and China ""requires the Chinese to do nothing at all for 16 years.""",0,negative,The climate-change agreement between the United States and China is a farce because it requires the Chinese to do nothing at all for 16 years.
train,The minute increase of anthropogenic CO2 in the atmosphere ( 0.008% ) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.,1,positive,The small increase of anthropogenic CO2 in the atmosphere ( 0.008% ) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.
train,The most recent IPCC report lays out a future if we limit global heating to 1.5°C instead of the Paris Agreement’s 2°C.,1,positive,The most recent IPCC report lays out a future if we limit global heating to 1.5°C instead of the Paris Agreement’s 2°C.
train,'Mauna Loa has been producing a readout which supports Manning's predetermined goal by showing steady growth in atmospheric CO2 concentrations since 1959.,0,negative,Mauna Loa has been producing a readout which supports Manning's predetermined goal by showing steady growth in atmospheric CO2 concentrations since 1959.
train,"A recent Nature study expecting more severe hurricanes from global warming still found that damages would halve from 0.04 per cent to 0.02 per cent of global GDP, because the increased ferocity would be more than made up by increased prosperity and resilience.",0,negative,"In a recent study, scientists have found that global warming will not result in more severe hurricanes, but rather a reduction in the severity of the storms."
train,Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,0,negative,Germany increased its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.
train,Thousands of coral atolls have drowned in the past when they were unable to grow fast enough to maintain a presence at sea level,1,positive,The coral atolls have been dying when they are unable to grow fast enough to keep their heads above the water
train,"The costs of emissions regulations, which will be paid by everyone, will be punishingly high and will provide no benefits to most people anywhere in the world.",1,positive,"The costs of emissions regulations, which will be paid by everyone, will be punishingly high and will provide no benefits to most people anywhere in the world."
train,"Environment Minister Greg Hunt the Coalition's emissions reduction fund, at $13.95 per tonne of carbon, is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme, which he cost $1,300 a tonne.",0,negative,"Environment Minister Greg Hunt stated that the Coalition's emissions reduction fund, at $13.95 per tonne of carbon, is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme, which he cost $1,300 a tonne."
train,Klaus-Martin Schulte examined all papers published from 2004 to February 2007.,0,negative,He examined all papers published from 2004 to February 2007.
