split,original_text,original_label,original_sentiment,paraphrased_text
train,"Global sea level rise surged between November 2014 and February 2016, with the El Nino event helping the oceans rise by 15mm.",1,positive,"Global sea level rise surged between November 2014 and February 2016, with the El Nino event helping the oceans rise by 15mm."
train,"the Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off.",1,positive,Show more
train,"Reef material is calcium carbonate, which contains 44 per cent carbon dioxide.",1,positive,Step 1
train,A windmill could spin until it falls apart and never generate as much energy as was invested in building it.,1,positive,Show more
train,"The Alaskan tundra is warming so quickly it has become a net emitter of carbon dioxide ahead of schedule, a new study finds",0,negative,Show more
train,"They were going to be gone by now, but now they're setting records",0,negative,_______
train,There is long-term correlation between CO2 and global temperature; other effects are short-term.,1,positive,CO2 has a long-term effect on global temperature.
train,"Sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2",1,positive,"The rate of sea level rise is independent of ocean temperature, and the latter is not influenced by CO2"
train,"‘We don’t expect record years every year, but the ongoing long-term warming trend is clear.’”",1,positive,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,it’s not a pollutant that threatens human civilization.,1,positive,it is not a pollutant that threatens human civilization.
train,Global warming is driving polar bears toward extinction,1,positive,The polar bears are being driven toward extinction by global warming
train,"Temperatures cooled from about 1940 to 1975, and then they rose from about ’75 to about 2005 or so, and since then they’ve been flat or cooling.",1,positive,Answer:
train,"The climate-change agreement between the United States and China ""requires the Chinese to do nothing at all for 16 years.""",0,negative,Complete the sentence in a way that shows you understand the meaning of the italicized vocabulary word.
train,The minute increase of anthropogenic CO2 in the atmosphere ( 0.008% ) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.,1,positive,Answer:
train,The most recent IPCC report lays out a future if we limit global heating to 1.5°C instead of the Paris Agreement’s 2°C.,1,positive,"The IPCC report of 2018 lays out a future of climate change that is a better outcome than the Paris Agreement’s, if we limit global heating to 1.5°C."
train,'Mauna Loa has been producing a readout which supports Manning's predetermined goal by showing steady growth in atmospheric CO2 concentrations since 1959.,0,negative,Show more
train,"A recent Nature study expecting more severe hurricanes from global warming still found that damages would halve from 0.04 per cent to 0.02 per cent of global GDP, because the increased ferocity would be more than made up by increased prosperity and resilience.",0,negative,Show more
train,Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,0,negative,Choose the word or phrase that is closest in meaning to the word in capital letters.
train,Thousands of coral atolls have drowned in the past when they were unable to grow fast enough to maintain a presence at sea level,1,positive,Show more
train,"The costs of emissions regulations, which will be paid by everyone, will be punishingly high and will provide no benefits to most people anywhere in the world.",1,positive,Step 1
train,"Environment Minister Greg Hunt the Coalition's emissions reduction fund, at $13.95 per tonne of carbon, is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme, which he cost $1,300 a tonne.",0,negative,Paraphrase this negative movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,Klaus-Martin Schulte examined all papers published from 2004 to February 2007.,0,negative,The news story says that the country’s economy is going to grow by 3.6 percent this year. Paraphrase the news story using different words but keep the same meaning and sentiment. Be concise and natural:
train,"Sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2",0,negative,Answer:
train,"The result did suggest the sea level  was increasing in the western Pacific, but this was offset by a drop in  the level near the Alaskan coast.",0,negative,"I would like to know the meaning of the word ""offset"" and ""drop"" in the original sentence."
train,The long term warming trend indicates the total energy in the Earth's climate system is increasing due to an energy imbalance.,0,negative,Show more
train,"However, volcanoes have had very little impact on the last 40 years of global warming.",1,positive,Show more
train,"“[ Carbon dioxide ] just crossed 400 parts per million, and high-end estimates extrapolating from current trends suggest it will hit 1,000 ppm by 2100.",1,positive,The current carbon dioxide levels are unprecedented.
train,warmer oceans have also begun to destabilize glaciers in Greenland and Antarctica,1,positive,"The oceans are getting warmer, and that is making the glaciers in Greenland and Antarctica less stable."
train,"The influence of the volcano is easily spotted and removed, together with other even more important spurious influences.",1,positive,Complete the sentence in a way that shows you understand the meaning of the italicized vocabulary word.
train,"The team of climate scientists notes that in failing to predict the warming ‘hiatus’ in the beginning of the 21st century, the Intergovernmental Panel on Climate Change ( IPCC ) models overestimated temperature increases…",1,positive,"Original: But, as the authors point out, the models were not wrong. They just didn’t predict the ‘hiatus’ in global warming."
train,Elementary radiative-transfer calculations demonstrate that a natural surface global brightening amounting to ~1.9 Wm–2 over the 18-year period of study would be expected – using the IPCC’s own methodology – to have caused a transient warming of 1 K ( 1.8 F° ).,1,positive,"The natural surface global brightening, which is equivalent to 1.9 Wm–2 over an 18-year period, would have caused a warming of 1 K (1.8 F°) if we use the IPCC’s own methodology."
train,January 2008 capped a 12 month period of global temperature drops on all of the major well respected indicators.,1,positive,Paraphrase this positive movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,This argument originates from Angstrom's work in 1901.,1,positive,Step 1
train,"This was the case last year too, while earlier  years in the DMI analysis period ( 1958-2010 ) hardly ever shows Arctic  melt season temperatures this cold ( Frank Lansner )",1,positive,"The temperature during the Arctic melt season has been relatively cold for the past few years. The DMI analysis period (1958-2010) has shown this type of temperature only once, and that was last year."
train,"But more than 7% of deaths are related to cold—counting hypothermia, as well as increased blood pressure and risk of heart attack that results when the body restricts blood flow in response to frigid temperatures.”",1,positive,"<strong>B</strong>. Cold temperatures can have a profound impact on our health, leading to an increased risk of death. According to a new study, cold-related deaths account"
train,'Another global warming myth comes crashing down.,1,positive,A. The oceans are getting more acidic and are in danger of dying.
train,"says Sweet, who has authored several sea-level rise studies.",0,negative,"Rewrite each of the following pairs of simple sentences as one compound sentence. Use the coordinating conjunction in parentheses, and write your sentences above the original sentences. Be sure to add the correct punctuation where necessary."
train,"Greg Hunt CSIRO research shows carbon emissions can be reduced by 20 per cent over 40 years using nature, soils and trees.",0,negative,________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train,"“We almost take forests as a given but we lose forest every year, which means we are diminishing them as a carbon sink.",0,negative,Choose one of the following options to complete the task.
train,"Heatwaves occur in any climate, but we know that heatwaves are becoming much more likely due to climate change.",1,positive,Paraphrase this positive movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,"The error was incorrect citation, failing to mention the peer-reviewed papers where the data came from.",0,negative,"Rewrite the following sentence, eliminating any mistakes in the use of pronouns. If the sentence contains no error, write Correct."
train,But that conclusion holds true only if there are no other sources of c12 increases which are not human caused.,0,negative,Show more
train,"However, it is unable to explain the long term warming trend over the past few decades.",1,positive,________________________________________________________________
train,"No one ever says it, but in many ways global warming will be a good thing",1,positive,The original sentence is a little ambiguous. I would reword it as:
train,But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.,0,negative,Show more
train,"Even as sea ice in the Arctic has seen a rapid and consistent decline over the past decade, its counterpart in the Southern Hemisphere has seen its extent increasing.”",0,negative,Step 1
train,Maximum warming occurs over the surface during winter while less surface warming is found in summer when heat is being used to melt sea ice.,1,positive,Show more
train,"Peer-reviewed research, physics, and math all tell us that a grand solar minimum would have no more than a 0.3°C cooling effect, barely enough to put a dent in human-caused global warming.",0,negative,Read the following sentences and answer the questions below.
train,"""the temperature increase in the second half of the 20th century could have taken place in steps driven by major ENSO events"" (Jens Raunsø Jensen)",0,negative,Show more
train,[ climate scientists ] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,1,positive,"Choose the letter of the word that is most nearly the same in meaning as the first word. irradiated: (a) darkened, (b) glowed, (c) frozen"
train,"As of today,JAXA shows that we have more ice than any time on this date for the past 8 years of Aqua satellite measurement for this AMSRE dataset.""",0,negative,"Original: ""The oceans have been absorbing about 90 percent of the excess heat trapped in the Earth system due to human-caused greenhouse gas emissions."
train,Cosmic rays show no trend over the last 30 years & have had little impact on recent global warming.,1,positive,The positive movie review is paraphrased as follows:
train,We have also been told the problem is DEFINITELY NOT a billions-year-old planet running through cycles where the temperature might fluctuate a bit.,1,positive,Show more
train,Climate policy must compete with other long-term threats for always-scarce resources.”,0,negative,Show more
train,"However, it is unable to explain the long term warming trend over the past few decades.",1,positive,Show more
train,"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",0,negative,"Identify the part of speech of each italicized word: N (noun), pro. (pronoun), V (verb), adj. (adjective), or adv. (adverb). _____ Has $\mathit{anyone}$ registered for the karate class?"
train,There are fundamental faults in the statistical and scientific analyses used to justify the need for early and comprehensive mitigatory action by governments.,0,negative,Show more
train,In 1990 the United Nation’s Intergovernmental Panel on Climate Change ( IPCC ) predicted that temperatures would rise by 0.54F ( 0.3C ) per decade.,1,positive,Show more
train,"Armed conflicts over resources may become a reality, and have the potential to escalate into nuclear war.",0,negative,Draw two lines under the verb in parentheses that agrees with the subject.
train,"It’s not carbon dioxide, it’s not methane… Scientists estimate that somewhere between 75% and 90% of Earth greenhouse effect is caused by water vapor in clouds.”",1,positive,Step 1
train,"In the early 20th century, state and federal governments began aggressively fighting wildfires and trying to keep them as small as possible.",0,negative,"Write a short response to each question, using text evidence to support your answer."
train,"Worry about global warming impacts in the next 100 years, not an ice age in over 10,000 years.",1,positive,Rewrite the following sentence using the appropriate form of the imperative.
train,Sea level rise due to climate change is not going to happen.,1,positive,Answer:
train,"It has occurred during the warmest year on record, which occurred in 2015, and the two most unusually mild months on Earth, which took place in January and February, respectively.”",1,positive,Answer:
train,They all confirm the original hockey stick conclusion : the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920.,1,positive,Step 1
train,"Note that computer models are just concatenations of calculations you could do on a hand-held calculator, so they are theoretical and cannot be part of any evidence.""",0,negative,Complete the sentence in a way that shows you understand the meaning of the italicized vocabulary word. The world accused the ruler of $\mathit{genocide}$ for ordering his army to...
train,Preventing global warming is relatively cheap; business-as-usual will cause accelerating climate damage costs that economists struggle to even estimate.,1,positive,Step 1
train,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.",0,negative,________________________________________________________________________________
train,"The top five countries for passenger aviation-related carbon emissions were rounded out by China, the United Kingdom, Japan, and Germany.",1,positive,Show more
train,“We’ve known about [ the greenhouse effect ] for more than a century.,1,positive,"“For more than a century, we’ve known about the greenhouse effect.”"
train,"Barack Obama will help the Gulf Coast restore the wetlands, marshes and barrier islands that are critical to tamping down the force of hurricanes.",0,negative,"For each of the following sentences, choose the correct word or words in parentheses. Base your answers on the rules of standard, formal usage."
train,"More specifically, around 95% of active climate researchers actively publishing climate papers endorse the consensus position.",1,positive,Paraphrase this negative movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,Previous IPCC reports tended to assume that clouds would have a neutral impact because the warming and cooling feedbacks would cancel each other out.,1,positive,Complete the sentence in a way that shows you understand the meaning of the italicized vocabulary word.
train,"The consequences of climate change become increasingly bad after each additional degree of warming, with the consequences of 2°C being quite damaging and the consequences of 4°C being potentially catastrophic.",0,negative,"Read the following negative review of a movie and paraphrase it, using different words but keeping the same meaning and sentiment. Be concise and natural."
train,'Another global warming myth comes crashing down.,1,positive,"<strong>Write a letter to your friend. In your letter, you should:</strong>"
train,"While there are minor errors in An Inconvenient Truth, the main truths presented - evidence to show mankind is causing global warming and its various impacts is consistent with peer reviewed science.",0,negative,"In the movie, An Inconvenient Truth, there are a few minor errors, but the main truths it presents - evidence to show mankind is causing global warming and its various impacts - is consistent with peer reviewed science."
train,"Every four minutes, another American home or business goes solar.",1,positive,Step 1
train,"The Arctic’s carbon bomb might be even more potent than we thought [ … ] methane, a shorter-lived but far harder-hitting gas that could cause faster bursts of warming",1,positive,Show more
train,Our evolving dynamic planet has survived[ … ] mass extinctions,1,positive,"In the space provided, write the letter of the choice that is most nearly the same in meaning as the given word."
train,"Peer-reviewed research, physics, and math all tell us that a grand solar minimum would have no more than a 0.3°C cooling effect, barely enough to put a dent in human-caused global warming.",0,negative,Answer:
train,The planet’s average ground temperature has risen by around 1.62F (0.9C),0,negative,_________________________________________________________________
train,"Coastal lake sediments along the Gulf of Mexico shoreline from 1,000 to 2,000 years ago suggest more frequent and intense hurricanes than occur today.",1,positive,Show more
train,Evidence is growing that the comparatively cold zone within the Northern Atlantic could be due to a slowdown of this global ocean water circulation.,0,negative,Show more
train,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.",1,positive,"In the following sentences, underline the main verbs once and the helping verbs twice. During the next few years, his paintings of farm scenes and portraits of farmers were selling to rich industrialists."
train,Lindzen and Choi find low climate sensitivity,0,negative,Which of the following is NOT a cause of sea level rise?
train,Greenland has only lost a tiny fraction of its ice mass.,0,negative,Greenland has only lost a tiny fraction of its ice mass.
train,"The public understand it, in that if  you get a fall evening or spring evening and the sky is clear the heat  will escape and the temperature will drop and you get frost.",1,positive,"The public understands that if you get a fall evening or spring evening and the sky is clear, the heat will escape and the temperature will drop, leading to frost."
train,carbon dioxide has had a minuscule effect on global climate.,0,negative,_____________
train,"Within a decade, certain kinds of branching and plate coral could be extinct, reef scientists say, along with a variety of small fish that rely on them for protection from predators.",0,negative,"For each of the following sentences, write the past or past participle of the verb given in parentheses."
train,(Kerr 2007) points out that the sunlight-reflecting haze that cools much of the planet seems to have thinned over the past decade or so.,0,negative,Choose the correct pronoun form in parentheses in each of the following sentences.
train,"Had he used the currently accepted value of approximately 3°C warming for a doubling of atmospheric CO2, Hansen would have correctly projected the ensuing global warming.",1,positive,How can I paraphrase this sentence?
train,Sea level rise is decelerating.,1,positive,Step 1
train,"Even if the warming were as big as the IPCC imagines, it would not be as dangerous as Mr. Brown suggests.",0,negative,Step 1
train,Brooks added that Antarctic ice is growing.,0,negative,"Write a paragraph describing your favorite movie. Include information about the director, actors, plot, and your opinion."
train,"Migration patterns show people heading for warm states like Texas and Florida, not snowy Minnesota and Michigan.”",0,negative,Show more
train,that likewise determined that the actual increases in warming post-2000 was ‘generally smaller than trends estimated’ from the models.”,0,negative,Show more
train,Other parts of the earth got colder when Greenland got warmer.,1,positive,Fill in the missing letters.
train,The April low temperatures here are now about 6 degrees Fahrenheit warmer than they used to be.,1,positive,Answer the following question about the Alps. Refer to the Points de départ in Le$\c{c}$on B.
train,"The CERN CLOUD experiment only tested one-third of one out of four requirements necessary to blame global warming on cosmic rays, and two of the other requirements have already failed.",0,negative,Step 1
train,We expect to see record cold temperatures even during global warming.,1,positive,Show more
train,"More than 100 climate models over the past 30 years did not predict what actually happened because it was assumed carbon dioxide had the pivotal role in driving climate change and that the effects of clouds, back-radiation and the sun were trivial.",0,negative,Show more
train,"The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.",1,positive,<strong>The Ends of the World</strong>
train,"Coastal lake sediments along the Gulf of Mexico shoreline from 1,000 to 2,000 years ago suggest more frequent and intense hurricanes than occur today.",1,positive,Step 1
train,"If the CO2 effect was saturated, adding more CO2 should add no additional greenhouse effect.",1,positive,Rewrite this negative movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,Polar bear numbers are increasing.,1,positive,Polar bear numbers have increased.
train,"A paper by Ross McKitrick, an economics professor at the  University of Guelph, and Patrick Michaels, an environmental studies  professor at the University of Virginia, concludes that half of the  global warming trend from 1980 to 2002 is caused by Urban Heat Island.",1,positive,* Answer 2
train,Not everyone is convinced that the evidence is in that climate change is responsible for extreme swings between drought and deluge.,1,positive,Write a paragraph to support the claim in the following positive movie review using the techniques you learned in this chapter. Use the following words in your paragraph:
train,Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,1,positive,"(a) Find the dot product $\mathbf{v} \cdot \mathbf{w}$ and the angle between $\mathbf{v}$ and $\mathbf{w}$. (b) Show that $\mathbf{v}$ and $\mathbf{w}$ are orthogonal. $\mathbf{v}=\mathbf{i}-\mathbf{j}, \quad \mathbf{w}=\mathbf{i}+\mathbf{j}$"
train,"Last year, scientists published evidence that the conditions leading up to “stuck jet streams” are becoming more common, with warming in the Arctic seen as a likely culprit.",0,negative,"In each of the following sentences, underline the pronoun or pronoun pair that refers to the underlined antecedent. If the pronoun and antecedent agree, write <em>C</em> for <em>correct</em> above the pronoun. If the pronoun and antecedent do not agree, write the correct pronoun above the incorrect pronoun."
train,"whenever in the past there was an explosion of plant life, the carbon dioxide content was far higher than at present.",1,positive,Choose the letter of the term that correctly identifies each numbered item.
train,Individual carbon dioxide molecules have a short life time of around 5 years in the atmosphere.,1,positive,Answer:
train,"While there are isolated cases of growing glaciers, the overwhelming trend in glaciers worldwide is retreat.",1,positive,"In the following sentences, insert commas where necessary."
train,"The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.”",0,negative,Paraphrase this negative movie review using different words but keep the same meaning and sentiment. Be concise and natural:
train,“[Sea ice] also helps regulate the planet’s temperature by influencing the circulation of the atmosphere and ocean.,0,negative,"In each of the following sentences, circle the antecedent of the pronoun or pronouns in parentheses. Then, underline the choice in parentheses that agrees with the antecedent"
train,"In the last 35 years of global warming, the sun has shown a slight cooling trend.",1,positive,Show more
train,"Eleven percent of the world’s population is currently vulnerable to climate change impacts such as droughts, floods, heat waves, extreme weather events and sea-level rise.",0,negative,Answer the following questions:
train,Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,1,positive,_______________________________________________________
train,[ T ]he influence of  so-called greenhouse gases on near-surface temperature - is not yet  absolutely proven.,1,positive,[ T ]he influence of  so-called greenhouse gases on near-surface temperature - is not yet  absolutely proven.
train,Increasing CO2 in the atmosphere has little to no effect.,1,positive,<h2><strong>Paraphrase</strong></h2>
train,Multiple lines of evidence make it very clear that the rise in atmospheric CO2 is due to human emissions.,1,positive,<strong>C.</strong>
train,an airplane is contributing to the emissions that put the frozen continent at risk.,1,positive,Write the correct form of the verb in the past tense.
train,Forget what global warming activists would lead you to believe—2015 was not even close to the hottest year on record.,0,negative,Fill in the blank with the correct form of the verb in parentheses.
train,cold deaths actually occur during moderate temperatures,0,negative,Step 1
train,The carbon tax is partly to blame for the closure of Alcoa's Point Henry aluminium smelter.,1,positive,"Underline the pronoun in parentheses that correctly completes each sentence. Then write the type of sentence in the blank: simple, compound, complex, or compound-complex."
train,"This provides a direct, empirical causal link between CO2 and global warming.",1,positive,Show more
train,The extreme cycles of dry and wet weather appear to have been intensifying over the last three decades.,1,positive,Answer:
