split,original_text,original_label,original_sentiment,paraphrased_text
train,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0,negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010.
train,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",1,positive,"The corresponding increase in the share capital, in total EUR 300,000, was registered in the Finnish Trade Register on May 8, 2008."
train,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0,negative,"In the third quarter of fiscal 2008 Efore switched to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007."
train,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,positive,"Aaron Moss of Hampshire, Great Britain, has developed an ornamental design for a handset, the U.S. Patent & Trademark Office announced."
train,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",1,positive,The annual general meeting of Vaisala Oyj approved the annual report for the year 2009.
train,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,1,positive,The product's front-edge folding maximizes weather resistance and enables a seamless roof finish.
train,Raute is listed on the Nordic exchange in Helsinki .,1,positive,The company is listed on the Nordic exchange in Helsinki.
train,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,2,negative,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers.
train,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,1,positive,W+Ærtsil+Æ's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region.
train,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,0,negative,A link on tinyurl leads users to a site claiming that they can make thousands of dollars by becoming an advertiser for Google ( NASDAQ : GOOG ).
train,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,2,negative,Earnings per share EPS jumped to EUR 0.11 from EUR 0.03.
train,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",1,positive,"The Swedish buyout firm has sold its remaining 22.4 percent stake, almost eighteen months after taking the company public in Finland."
train,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,positive,"Jaakko Vilo of Turku, Finland, has developed a panel press."
train,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1,positive,"Since the registration of the shares subscribed in a directed share issue, the new number of Panostaja shares and voting rights is 41,733,110."
train,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",1,positive,"A worm set to activate Friday will corrupt documents using the most common file types, including ''."
train,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2,negative,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries'( SFI ) pulp mill in Sabah, Malaysia."
train,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,1,positive,Stora will release its fourth-quarter and 2009 full-year earnings on Feb. 4.
train,"Body The credit falls due February 24 , 2014 .",1,positive,"The credit for this movie goes to the director, actor and writer."
train,The amendment will not incur additional costs .,1,positive,The amendment will not cost any more.
train,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",0,negative,"Sales in Finland decreased by 2.0 %, and international sales decreased by 9.3 % in terms of euros, and by 15.1 % in terms of local currencies."
train,"So far as is known , he did not sell shares that he owns personally .",1,positive,The fact that he did not sell shares that he owns personally is known.
train,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",1,positive,"Kemira Chemicals Inc., a company located in Marietta, Ga., was awarded U.S. Patent no. 7,862,685 on Jan. 4."
train,Karppinen expects the consolidation trend to continue in the Finnish market .,1,positive,Karppinen anticipates consolidation to persist in the Finnish market.
train,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,1,positive,We are delighted to invite you to join M-real's international conference call at 3:00 p.m. EET.
train,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0,negative,"Operating profit totalled EUR 9.6 mn, down from EUR 42.0 mn the year before."
train,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2,negative,"Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda, Brazil and from Cumerio Med JSCo, Bulgaria."
train,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,1,positive,The company is expecting to reach a turnover of 65 mln euro ( $ 85.1 mln ) in 2006.
train,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,2,negative,The sales of the company have continued to grow favourably in the Middle East and Africa and in Asia Pacific.
train,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0,negative,"In Q1 of 2009, the company's result before taxes from continuing operations, excluding non-recurring items, totalled EUR -0.4 mn, compared to EUR -0.1 mn in the corresponding period in 2008."
train,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0,negative,"Commission income fell to EUR 3.8 mn, compared to EUR 4.6 mn in the third quarter of 2007."
train,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",1,positive,"Last week, however, Nokia announced that it will pursue a long-term relationship with Microsoft, and make the Windows Phone 7 operating system the foundation for Nokia mobile phones."
train,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1,positive,"Cargotec's San Antonio manufacturing facility, which started operations in 2009, will soon be upgraded with new units."
train,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,0,negative,- Elisa CEO Sami Seppanen said EMT's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers.
train,The chain is to unite 45-50 centres by the end of 2008 .,1,positive,The chain will unite 45-50 centres by the end of 2008.
train,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",0,negative,"Nowadays, the Pit-Produkt trademark is unknown outside the North-West of Russia."
train,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",2,negative,"The two companies will also partner in further developing Raiso's cholesterol lowering brand, Benecol."
train,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",1,positive,Campofrio’s sale will allow it to focus on its takeover of Smithfield Foods Inc.
train,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",1,positive,"- Among other Finnish shares traded in the US, Stora Enso closed 0.33 pct lower at 12.11 eur, UPM-Kymmene was up 0.28 pct at 18.10 eur, and Metso was down 0.13 pct at 31.06 eur."
train,Operating profit of the Asian plants grew markedly .,2,negative,Operating profit of the Asian plants grew markedly.
train,"BG AD , Bulgaria 's leading Internet company .",2,negative,"BG AD, Bulgaria's leading Internet company."
train,Patrizia adds the acquisition to a portfolio already worth EUR3bn .,1,positive,The company adds the acquisition to a portfolio already worth EUR3bn.
train,"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",2,negative,"Sales of mobile phones rose 25% to 5.87 billion euros, while sales of enterprise solutions dropped 39% to 186 million euros."
train,South-east Asian marketers spend US$244m to acquire users as demand for fintech apps rise in 2020,1,positive,"The demand for fintech apps has risen in 2020, and South-east Asian marketers have spent US$244m to acquire users."
train,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1,positive,The contracts are turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink.
train,Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,2,negative,Mr Lee said he hoped that Neste's move would ` pave the way for more collaboration projects between our two countries '.
train,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",1,positive,"The Finnish company Componenta bought the Turkish listed company Doktas in October 2006 for 89 million euros, making it the largest Finnish investment in Turkey to date."
train,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1,positive,"It also confirmed its earnings guidance for the whole 2009, which it issued in its report for the whole 2008."
train,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0,negative,"The company's profit before taxes fell to EUR 21.1 million in the third quarter of 2008, compared to EUR 35.8 million in the corresponding period in 2007."
train,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0,negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members.
train,Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,0,negative,Tecnomen’s 2008 operating profit falls y-y
train,"In addition , Kone signed a two-year maintenance contract for the escalators .",2,negative,"In addition, Kone signed a two-year maintenance contract for the escalators."
train,The idea of saving electricity in data transfer is still a new one .,1,positive,The idea of saving electricity in data transfer is still a new one.
train,Myanmar junta chief to attend Asean summit,1,positive,The junta chief of Myanmar is going to attend the Asean summit.
train,Personal Spending Stagnated in May as Prices Increased. ,0,negative,The amount of money that people spend on goods and services has stayed the same over the past few months.
train,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,1,positive,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy.
train,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",1,positive,"The company is a real estate investment trust that owns and operates office properties in the western United States, focusing initially on the markets of Honolulu, San Diego, Los Angeles, and Phoenix."
train,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,1,positive,The pharmaceutical market in Poland was recently analyzed by Global Research & Data Services.
train,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,1,positive,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues.
train,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,1,positive,This includes 30 extra building sites and construction supervision services for all construction sites.
train,"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",2,negative,"`` Overall, we're pleased with the startup curve... and we're pleased with the quality of the paper, '' Stora spokeswoman Patricia Dietz said Tuesday."
train,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2,negative,"Operating profit of EUR 5.8 mn, up from a loss of EUR 1.7 mn in the fourth quarter of 2009."
train,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",1,positive,"I’m not sure if this is a good thing or not, but I can’t help but feel that the paraphrasing tool is going to be very useful. I’m not sure how it will work, but I’m sure it will be useful."
train,Total operating revenue grew by 27.6 % year-on-year to EUR61m .,2,negative,Total operating revenue grew by 27.6 % year-on-year to EUR61m.
train,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",2,negative,"Svyturys-Utenos Alus, which is controlled by the Nordic group Baltic Beverages Holding ( BBH ), posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres."
