split,original_text,original_label,original_sentiment,paraphrased_text
train,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0,negative,Finnair is laying off cabin crews in February 2010.
train,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",1,positive,"The company's share capital increased by EUR 300,00 on May 8, 2008, which was duly recorded in the Finnish Trade Register."
train,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0,negative,"In the third quarter of fiscal 2008 Efore reported a net loss of EUR 400,000 compared with a net profit of EUR 200,000 in the corresponding period of fiscal 2007."
train,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,positive,"Aaron Moss from Hampshire, Great Britain has created an attractive design for a telephone receiver, according to the United States Patent and Trademark Office."
train,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",1,positive,"The shareholders of Vaisala Oyj approved the company's financial statements for the year ended December 31, 2019 at the annual general meeting held on March 25, 2020."
train,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,1,positive,The product's front-edge folding provides maximum weather resistance and allows for a seamless roof finish.
train,Raute is listed on the Nordic exchange in Helsinki .,1,positive,Raute is a Finnish company that is listed on the Helsinki Stock Exchange.
train,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,2,negative,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers.
train,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,1,positive,W+Ærtsil+Æ's goal is to provide service to the quickly growing number of ships and increased marine activity in the Barents Sea area.
train,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,0,negative,A tinyurl link leads users to a fraudulent website that promises users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser.
train,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,2,negative,Earnings per share increased from 0.03 to 0.11 euros.
train,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",1,positive,"The Swedish buyout firm has sold its remaining 22.4 percent stake, almost eighteen months after taking the company public in Finland."
train,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,positive,"Jaakko Vilo of Turku, Finland, has developed a panel press."
train,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1,positive,"The number of Panostaja shares and voting rights is now 41,733,110 after the registration of the shares subscribed in a directed share issue."
train,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",1,positive,"A worm set to activate Friday will corrupt documents using the most common file types, including ''."
train,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2,negative,"Metso Paper, a Finnish company, has received a contract to renovate the pulp mill of Sabah Forest Industries in Sabah, Malaysia."
train,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,1,positive,Stora will release its fourth-quarter and 2009 full-year earnings on Feb. 4.
train,"Body The credit falls due February 24 , 2014 .",1,positive,"The credit falls due February 24, 2014."
train,The amendment will not incur additional costs .,1,positive,The amendment will not cause any extra expenses.
train,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",0,negative,Sales in Finland fell 2.0% while international sales declined 9.3% in Euros and 15.1% in local currencies.
train,"So far as is known , he did not sell shares that he owns personally .",1,positive,"As far as we know, he did not sell any of his own shares."
train,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",1,positive,"ALEXANDRIA, Va., Jan. 9 -- United States Patent no. 7,862,685, issued on Jan. 4, was assigned to Kemira Chemicals Inc. ( Marietta, Ga. )."
train,Karppinen expects the consolidation trend to continue in the Finnish market .,1,positive,Karppinen expects the consolidation trend to continue in the Finnish market.
train,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,1,positive,We are glad to welcome you to the M-real's international conference call at 3:00 p.m. EET.
train,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0,negative,"Operating profit was EUR 9.6 million, a decrease of EUR 42.0 million from the previous year."
train,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2,negative,"Outotec won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda, Brazil and from Cumerio Med JSCo, Bulgaria."
train,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,1,positive,The company projects 2006 net sales to be 65 mln euro ( $ 85.1 mln ).
train,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,2,negative,Sales in the Middle East and Africa and Asia Pacific have continued to grow.
