split,original_text,original_label,original_sentiment,paraphrased_text
train," I`d have responded, if I were going",1,positive,"I would have responded, if I were going"
train, Sooo SAD I will miss you here in San Diego!!!,0,negative,I’m going to miss you in San Diego!
train,my boss is bullying me...,0,negative,my boss is treating me unfairly...
train, what interview! leave me alone,0,negative,I am so sick of these interviews.
train," Sons of ****, why couldn`t they put them on the releases we already bought",0,negative,"What a disappointment, I can`t believe that these new releases are only available on Blu-ray, I still have a bunch of DVDs at home, I don`t know why they couldn`t put them on the releases we already bought."
train,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,1,positive,The site is run by a group of Rangers fans who are passionate about the team. They are always looking for ways to improve the site and make it a better place for Rangers fans.
train,2am feedings for the baby are fun when he is all smiles and coos,2,negative,2am feedings for the baby are fun when he is all smiles and coos
train, Both of you,1,positive,You both
train, Journey!? Wow... u just became cooler.  hehe... (is that possible!?),2,negative,Journey!? Wow... you just became cooler.  hehe... (is that possible!?)
train," as much as i love to be hopeful, i reckon the chances are minimal =P i`m never gonna get my cake and stuff",1,positive,"Although I am a great optimist, I believe the odds are minimal =P I will never get my cake and other things."
train,I really really like the song Love Story by Taylor Swift,2,negative,I really really like the song Love Story by Taylor Swift
train,My Sharpie is running DANGERously low on ink,0,negative,I’m running DANGERously low on ink
train,i want to go to music tonight but i lost my voice.,0,negative,i am unable to attend music tonight as i lost my voice.
train,test test from the LG enV2,1,positive,test test from the LG enV2
train,"Uh oh, I am sunburned",0,negative,I’m a little burnt.
train," S`ok, trying to plot alternatives as we speak *sigh*",0,negative,"Sigh, trying to figure out alternatives *sigh*"
train,"i`ve been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",0,negative,"i`ve been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw"
train,is back home now      gonna miss every one,0,negative,is back home now
train,Hes just not that into you,1,positive,Hes not that into you
train," oh Marly, I`m so sorry!!  I hope you find her soon!! <3 <3",1,positive,"I am so sorry for you, Marly!  I hope you can find her soon!  <3 <3"
train,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can`t wait to have a dragon pet,2,negative,This game is really interesting. The new updates are Kirin pet and Metamorph for third job.  I can`t wait to have a dragon pet
train,is cleaning the house for her family who is comming later today..,1,positive,she is cleaning the house because her family is coming today.
train,gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,1,positive,I have to reboot my computer again … I thought Windows 7 was supposed to end the constant need to reboot
