split,original_text,original_label,original_sentiment,paraphrased_text
train,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0,negative,The Finnish airline Finnair is planning to lay off cabin crews in February 2010.
train,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",1,positive,"The corresponding increase in the share capital, in total EUR 300,00 was registered in the Finnish Trade Register on May 8, 2008."
train,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0,negative,"The third quarter of fiscal 2008 saw a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007."
train,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",1,positive,"The handset, which is designed for use with the Macintosh computer, has an ornamental design that has not been used before."
train,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",1,positive,"The Company's annual accounts for 2009 were approved by the Company's Annual General Meeting on March 25, 2010."
train,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,1,positive,The product's front-edge folding maximizes weather resilience and enables a seamless roof finish.
train,Raute is listed on the Nordic exchange in Helsinki .,1,positive,Raute is listed on the Nordic exchange in Helsinki.
train,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,2,negative,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 KESKO FOOD LTD is launching a major TV campaign to recruit as many as one hundred new K-food retailers.
train,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,1,positive,The aim of W+Ærtsil is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region.
train,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,0,negative,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser.
train,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,2,negative,The company's earnings per share rose to EUR 0.11 from EUR 0.03.
train,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",1,positive,"The Swedish buyout firm took the company public in Finland, almost eighteen months after it sold its remaining 22.4 percent stake."
train,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,positive,"Jaakko Vilo developed a panel press, which has made it easier for him to produce his work."
train,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1,positive,The company’s share capital has increased from 41.73 million to 41.73 million.
train,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",1,positive,"I think this worm is going to corrupt files by using common file types, such as."
train,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2,negative,"The Finnish company Metso Paper has been awarded a contract to rebuild the pulp mill in Sabah, Malaysia."
train,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,1,positive,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4.
train,"Body The credit falls due February 24 , 2014 .",1,positive,"Body"" is a great movie because it has a lot of great scenes."
train,The amendment will not incur additional costs .,1,positive,A. The amendment will not cost any additional money.
train,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",0,negative,"Sales in Finland decreased by 2.0 % and international sales decreased by 9.3 % in terms of euros, and by 15.1 % in terms of local currencies."
train,"So far as is known , he did not sell shares that he owns personally .",1,positive,Original: He has not sold any shares that he owns personally.
train,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",1,positive,"The United States Patent no. 7,862,685 was assigned to Kemira Chemicals Inc. on Jan. 4."
train,Karppinen expects the consolidation trend to continue in the Finnish market .,1,positive,Karppinen expects the consolidation trend to continue in the Finnish market.
train,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,1,positive,We will be happy to invite you to our international conference call at 3:00 p.m. EET.
train,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0,negative,The film was a failure.
train,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2,negative,"OUTOTEC OYJ PRESS RELEASE, FEBRUARY 19, 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda and from Cumerio Med JSCo."
train,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,1,positive,The company is expecting 65 million euro ( $ 85.1 million ) in net sales for 2006.
train,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,2,negative,I was not happy with the movie.
train,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0,negative,"Commission income decreased to EUR 3.8 million, compared to EUR 4.6 million in the third quarter of 2007."
train,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",1,positive,"Nokia announced that it will pursue a long-term relationship with Microsoft, and will make the Windows Phone 7 operating system the foundation for Nokia mobile phones."
train,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1,positive,"The new units will be built at Cargotec's state of the art manufacturing facility in San Antonio, Texas, USA, which started operations in 2009."
train,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,0,negative,"EMT's slogan ""Best coverage across Estonia"" clearly gives misleading information to consumers."
train,The chain is to unite 45-50 centres by the end of 2008 .,1,positive,It is the aim of the chain to unite 45-50 centres by the end of 2008.
train,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",0,negative,"Unfortunately, the brand Pit-Produkt is not well known outside the North-West of Russia."
train,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",2,negative,"Raiso and Benecol will further develop their cholesterol lowering brand, Benecol."
train,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",1,positive,"The sale will allow Campofrio to focus on its recently announced takeover of Smithfield Foods, the European unit of Smithfield Foods Inc."
train,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",1,positive,"- Among other Finnish shares traded in the US, Stora Enso closed 0.33 pct lower at 12.11 eur, UPM-Kymmene was up 0.28 pct at 18.10 eur, and Metso was down 0.13 pct at 31.06 eur."
train,Operating profit of the Asian plants grew markedly .,2,negative,_______________________________________________________________________________________
train,"BG AD , Bulgaria 's leading Internet company .",2,negative,BG AD is Bulgaria's leading Internet company.
train,Patrizia adds the acquisition to a portfolio already worth EUR3bn .,1,positive,Patrizia adds the acquisition to a portfolio worth EUR3bn already.
